"gene_name","Human Gene ID","HGNCID","Human Symbol"," Species","Mouse GeneID","MGIID","Mouse_Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From"
"KIFC2","90990","29530","KIFC2","Mouse","16582","109202","Kifc3","2","1.91","low","No","No","eggNOG, OrthoDB"
"KIFC2","90990","29530","KIFC2","Mouse","16580","2137414","Kifc5b","2","1.91","low","No","No","eggNOG, OrthoDB"
"KLHL5","51088","6356","KLHL5","Mouse","71778","1919028","Klhl5","14","14.4","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"KLHL5","51088","6356","KLHL5","Mouse","93688","2136335","Klhl1","2","1.91","low","No","No","OrthoDB, orthoMCL"
"KLHL5","51088","6356","KLHL5","Mouse","237010","2442829","Klhl4","2","1.91","low","No","No","OrthoDB, orthoMCL"
"LAGE3","8270","26058","LAGE3","Mouse","66192","1913442","Lage3","13","13.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LAGE3","8270","26058","LAGE3","Mouse","628518","3645826","Gm6890","4","4.01","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder, Panther"
"LAGE3","8270","26058","LAGE3","Mouse","70062","1917312","Ctag2","3","3.11","moderate","No","Yes","OrthoDB, OrthoFinder, Panther"
"LAGE3","8270","26058","LAGE3","Mouse","628456","3644285","Gm6880","3","3","low","No","No","eggNOG, OrthoFinder, Panther"
"LAMB2","3913","6487","LAMB2","Mouse","16779","99916","Lamb2","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LAMB2","3913","6487","LAMB2","Mouse","16777","96743","Lamb1","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"LAMB2","3913","6487","LAMB2","Mouse","230316","1918264","Megf9","2","1.91","low","No","No","eggNOG, OrthoDB"
"LAMB2","3913","6487","LAMB2","Mouse","57764","1888978","Ntn4","2","1.91","low","No","No","eggNOG, OrthoDB"
"LAMP1","3916","6499","LAMP1","Mouse","16783","96745","Lamp1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LAMP1","3916","6499","LAMP1","Mouse","239739","2441659","Lamp3","2","1.91","low","No","No","eggNOG, OrthoDB"
"LAMP1","3916","6499","LAMP1","Mouse","12514","88342","Cd68","2","1.91","low","No","No","eggNOG, OrthoDB"
"LAMTOR4","389541","33772","LAMTOR4","Mouse","66096","1913346","Lamtor4","12","12.38","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam"
"LAPTM5","7805","29612","LAPTM5","Mouse","16792","108046","Laptm5","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LCAT","3931","6522","LCAT","Mouse","16816","96755","Lcat","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LCAT","3931","6522","LCAT","Mouse","192654","2178076","Pla2g15","3","2.93","low","No","No","eggNOG, OrthoFinder, RoundUp"
"LETMD1","25875","24241","LETMD1","Mouse","68614","1915864","Letmd1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LGALS9","3965","6570","LGALS9","Mouse","16859","109496","Lgals9","14","14.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LGALS9","3965","6570","LGALS9","Mouse","56048","1928481","Lgals8","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"LGALS9","3965","6570","LGALS9","Mouse","16855","107536","Lgals4","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"LGALS9","3965","6570","LGALS9","Mouse","77998","1925248","Grifin","2","1.91","low","No","No","eggNOG, OrthoDB"
"LGALS9","3965","6570","LGALS9","Mouse","16854","96778","Lgals3","2","1.91","low","No","No","eggNOG, OrthoDB"
"LGALS9","3965","6570","LGALS9","Mouse","16858","1316742","Lgals7","2","1.91","low","No","No","eggNOG, OrthoDB"
"LGALS9","3965","6570","LGALS9","Mouse","216551","1916114","Lgalsl","2","1.91","low","No","No","eggNOG, OrthoDB"
"LGALS9","3965","6570","LGALS9","Mouse","56072","1929094","Lgals12","2","1.91","low","No","No","eggNOG, OrthoDB"
"LGALS9","3965","6570","LGALS9","Mouse","107753","895068","Lgals2","2","1.91","low","No","No","eggNOG, OrthoDB"
"LGALS9","3965","6570","LGALS9","Mouse","16852","96777","Lgals1","2","1.91","low","No","No","eggNOG, OrthoDB"
"LIMD1","8994","6612","LIMD1","Mouse","29806","1352502","Limd1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LIMD1","8994","6612","LIMD1","Mouse","101543","2141920","Wtip","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"LIMS2","55679","16084","LIMS2","Mouse","225341","2385067","Lims2","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LIMS2","55679","16084","LIMS2","Mouse","110829","1195263","Lims1","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL"
"LIN37","55957","33234","LIN37","Mouse","75660","1922910","Lin37","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LIN37","55957","33234","LIN37","Mouse","66340","1913590","Psenen","2","2.03","low","No","No","Compara, Panther"
"LIN52","91750","19856","LIN52","Mouse","217708","3045391","Lin52","8","8.4","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, Panther, TreeFam"
"LIN52","91750","19856","LIN52","Mouse","629959","3645610","Gm7020","8","7.9","high","Yes","Yes","Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp"
"LINC00941","100287314","48635","LINC00941","","","","","0","0","None","","",""
"LINC01356","100996702","50587","LINC01356","","","","","0","0","None","","",""
"LINC01503","100506119","51184","LINC01503","","","","","0","0","None","","",""
"LINC01578","100507217","48626","LINC01578","Mouse","244059","2448567","Chd2","1","0.93","low","Yes","No","Compara"
"LINS","55180","30922","LINS1","Mouse","72635","1919885","Lins1","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"LMBR1L","55716","18268","LMBR1L","Mouse","74775","1289247","Lmbr1l","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LMBR1L","55716","18268","LMBR1L","Mouse","56873","1861746","Lmbr1","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"LMO4","8543","6644","LMO4","Mouse","16911","109360","Lmo4","14","14.34","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LMO7-AS1","101927155","50277","LMO7-AS1","","","","","0","0","None","","",""
"LOC100130872","100130872","-","LOC100130872","","","","","0","0","None","","",""
"LOC100131564","100131564","52262","CCDC18-AS1","","","","","0","0","None","","",""
"LOC100419583","100419583","-","LOC100419583","","","","","0","0","None","","",""
"LOC101243545","101243545","52913","LINC02067","","","","","0","0","None","","",""
"LOC729737","729737","-","LOC729737","","","","","0","0","None","","",""
"LOXL4","84171","17171","LOXL4","Mouse","67573","1914823","Loxl4","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LOXL4","84171","17171","LOXL4","Mouse","94352","2137913","Loxl2","2","1.8","low","No","No","eggNOG, orthoMCL"
"LOXL4","84171","17171","LOXL4","Mouse","16950","1337004","Loxl3","2","1.8","low","No","No","eggNOG, orthoMCL"
"LPAR2","9170","3168","LPAR2","Mouse","53978","1858422","Lpar2","13","13.38","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp"
"LPCAT1","79888","25718","LPCAT1","Mouse","210992","2384812","Lpcat1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LPCAT1","79888","25718","LPCAT1","Mouse","70902","1918152","Lpcat2b","4","3.81","moderate","No","Yes","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"LPCAT1","79888","25718","LPCAT1","Mouse","270084","3606214","Lpcat2","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"LPCAT1","79888","25718","LPCAT1","Mouse","99010","2138993","Lpcat4","2","1.91","low","No","No","eggNOG, OrthoDB"
"LRRC28","123355","28355","LRRC28","Mouse","67867","1915689","Lrrc28","12","12.29","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam"
"LRRN1","57633","20980","LRRN1","Mouse","16979","106038","Lrrn1","14","14.4","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LRRN1","57633","20980","LRRN1","Mouse","16981","106036","Lrrn3","2","1.91","low","No","No","OrthoDB, orthoMCL"
"LTA4H","4048","6710","LTA4H","Mouse","16993","96836","Lta4h","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LTA4H","4048","6710","LTA4H","Mouse","108657","1914170","Rnpepl1","2","1.91","low","No","No","eggNOG, OrthoDB"
"LTA4H","4048","6710","LTA4H","Mouse","215615","2384902","Rnpep","2","1.91","low","No","No","eggNOG, OrthoDB"
"LTBP3","4054","6716","LTBP3","Mouse","16998","1101355","Ltbp3","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LTBP3","4054","6716","LTBP3","Mouse","108075","1321395","Ltbp4","2","1.91","low","No","No","OrthoDB, orthoMCL"
"LUC7L","55692","6723","LUC7L","Mouse","66978","1914228","Luc7l","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LUC7L","55692","6723","LUC7L","Mouse","192196","2183260","Luc7l2","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"LUC7L","55692","6723","LUC7L","Mouse","67684","1914934","Luc7l3","3","2.83","low","No","No","eggNOG, orthoMCL, RoundUp"
"LXN","56925","13347","LXN","Mouse","17035","107633","Lxn","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LYNX1","66004","29604","LYNX1","Mouse","69462","1916712","Slurp2","10","9.81","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp"
"LYNX1","66004","29604","LYNX1","Mouse","23936","1345180","Lynx1","5","5.54","moderate","No","Yes","Compara, HGNC, Homologene, OMA, Panther"
"LYPLA1","10434","6737","LYPLA1","Mouse","18777","1344588","Lypla1","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"LYPLA1","10434","6737","LYPLA1","Mouse","26394","1347000","Lypla2","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"LYPLA1","10434","6737","LYPLA1","Mouse","226791","2385115","Lyplal1","2","1.91","low","No","No","eggNOG, OrthoDB"
"MAD1L1","8379","6762","MAD1L1","Mouse","17120","1341857","Mad1l1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MAK16","84549","13703","MAK16","Mouse","67920","1915170","Mak16","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"MAMLD1","10046","2568","MAMLD1","Mouse","333639","3045303","Mamld1","14","14.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MAN2A1","4124","6824","MAN2A1","Mouse","17158","104669","Man2a1","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MAN2A1","4124","6824","MAN2A1","Mouse","140481","2150656","Man2a2","4","3.94","moderate","No","No","OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"MAN2A1","4124","6824","MAN2A1","Mouse","17159","107286","Man2b1","2","1.93","low","No","No","eggNOG, RoundUp"
"MAP7D1","55700","25514","MAP7D1","Mouse","245877","2384297","Map7d1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MAPK8IP3","23162","6884","MAPK8IP3","Mouse","30957","1353598","Mapk8ip3","14","14.23","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MAPK8IP3","23162","6884","MAPK8IP3","Mouse","70834","1918084","Spag9","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"MASP1","5648","6901","MASP1","Mouse","17174","88492","Masp1","13","13.34","high","Yes","Yes","Compara, HGNC, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MASP1","5648","6901","MASP1","Mouse","17175","1330832","Masp2","2","1.91","low","No","No","OrthoDB, orthoMCL"
"MBD1","4152","6916","MBD1","Mouse","17190","1333811","Mbd1","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MCTS1","28985","23357","MCTS1","Mouse","68995","1916245","Mcts1","13","13.36","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MCTS1","28985","23357","MCTS1","Mouse","66405","1913655","Mcts2","7","6.8","moderate","No","Yes","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam"
"ME1","4199","6983","ME1","Mouse","17436","97043","Me1","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"ME1","4199","6983","ME1","Mouse","109264","1916679","Me3","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"ME1","4199","6983","ME1","Mouse","107029","2147351","Me2","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"MED28","80306","24628","MED28","Mouse","66999","1914249","Med28","12","12.38","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"MEMO1","51072","14014","MEMO1","Mouse","76890","1924140","Memo1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MEMO1","7795","-","MEMO1","","","","","0","0","None","","",""
"METTL2B","55798","18272","METTL2B","Mouse","52686","1289171","Mettl2","12","11.79","moderate","Yes","No","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"METTL2B","55798","18272","METTL2B","Mouse","67011","1914261","Mettl6","3","2.86","low","No","No","Isobase, OrthoDB, orthoMCL"
"METTL2B","55798","18272","METTL2B","Mouse","228019","2385142","Mettl8","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"METTL7A","25840","24550","METTL7A","Mouse","70152","1916523","Mettl7a1","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"METTL7A","25840","24550","METTL7A","Mouse","668178","3710670","Mettl7a3","11","11.36","moderate","No","Yes","Compara, HGNC, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"METTL7A","25840","24550","METTL7A","Mouse","393082","3026615","Mettl7a2","7","7.62","moderate","No","Yes","HGNC, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam"
"METTL7A","25840","24550","METTL7A","Mouse","554292","3845761","Methig1","4","3.95","moderate","No","Yes","Compara, OrthoDB, Panther, Phylome"
"METTL7A","25840","24550","METTL7A","Mouse","380975","2685767","Higd1c","3","2.92","low","No","No","Isobase, OrthoDB, TreeFam"
"METTL7A","25840","24550","METTL7A","Mouse","71664","1918914","Mettl7b","2","1.9","low","No","No","OrthoFinder, orthoMCL"
"MICALL2","79778","29672","MICALL2","Mouse","231830","2444818","Micall2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MICALL2","79778","29672","MICALL2","Mouse","27008","105870","Micall1","2","2.03","low","No","No","OrthoFinder, RoundUp"
"MIR31HG","554202","37187","MIR31HG","","","","","0","0","None","","",""
"MKLN1-AS","100506881","40374","MKLN1-AS","","","","","0","0","None","","",""
"MME","4311","7154","MME","Mouse","17380","97004","Mme","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MME","4311","7154","MME","Mouse","18675","107489","Phex","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"MME","4311","7154","MME","Mouse","230857","1101357","Ece1","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"MME","4311","7154","MME","Mouse","27390","1351603","Mmel1","3","2.8","low","No","No","eggNOG, OrthoFinder, orthoMCL"
"MME","4311","7154","MME","Mouse","23925","1346053","Kel","2","1.91","low","No","No","eggNOG, OrthoDB"
"MME","4311","7154","MME","Mouse","13599","1343461","Ecel1","2","1.91","low","No","No","eggNOG, OrthoDB"
"MME","4311","7154","MME","Mouse","107522","1101356","Ece2","2","1.8","low","No","No","eggNOG, orthoMCL"
"MMP14","4323","7160","MMP14","Mouse","17387","101900","Mmp14","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MMP14","4323","7160","MMP14","Mouse","17391","1341867","Mmp24","4","3.84","moderate","No","No","eggNOG, OrthoDB, orthoMCL, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","17388","109320","Mmp15","4","3.84","moderate","No","No","eggNOG, OrthoDB, orthoMCL, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","17389","1276107","Mmp16","4","3.84","moderate","No","No","eggNOG, OrthoDB, orthoMCL, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","240047","2443938","Mmp25","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","17394","1202395","Mmp8","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","23948","1346076","Mmp17","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","83995","1933846","Mmp1a","2","1.93","low","No","No","eggNOG, RoundUp"
"MMP14","4323","7160","MMP14","Mouse","17384","97007","Mmp10","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","17395","97011","Mmp9","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","26561","1347361","Mmp23","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","17386","1340026","Mmp13","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","83996","1933847","Mmp1b","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","17390","97009","Mmp2","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","30800","1353466","Mmp20","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","17392","97010","Mmp3","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","17381","97005","Mmp12","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","17393","103189","Mmp7","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","118453","2153062","Mmp28","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","58223","1927899","Mmp19","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP14","4323","7160","MMP14","Mouse","234911","3039232","Mmp27","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17390","97009","Mmp2","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MMP2","4313","7166","MMP2","Mouse","17395","97011","Mmp9","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"MMP2","4313","7166","MMP2","Mouse","17384","97007","Mmp10","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17387","101900","Mmp14","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","26561","1347361","Mmp23","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17386","1340026","Mmp13","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","240047","2443938","Mmp25","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","83996","1933847","Mmp1b","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17391","1341867","Mmp24","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17388","109320","Mmp15","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","30800","1353466","Mmp20","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17392","97010","Mmp3","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17381","97005","Mmp12","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17393","103189","Mmp7","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","118453","2153062","Mmp28","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17389","1276107","Mmp16","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","58223","1927899","Mmp19","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","17394","1202395","Mmp8","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","234911","3039232","Mmp27","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP2","4313","7166","MMP2","Mouse","23948","1346076","Mmp17","2","1.91","low","No","No","eggNOG, OrthoDB"
"MMP3","4314","7173","MMP3","Mouse","17392","97010","Mmp3","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"MMP3","4314","7173","MMP3","Mouse","17384","97007","Mmp10","6","5.87","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam"
"MMP3","4314","7173","MMP3","Mouse","17386","1340026","Mmp13","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"MMP3","4314","7173","MMP3","Mouse","83996","1933847","Mmp1b","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"MMP3","4314","7173","MMP3","Mouse","30800","1353466","Mmp20","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
